Site_ID,Asset_Type,Related_ID,File,Caption,Display_Order,External_URL,Embed_HTML,Notes
M043,current_photo,M043,detail_assets/photos/M043_photo_01.jpg,,1,,,
M043,current_photo,M043,detail_assets/photos/M043_photo_02.jpg,,2,,,
M044,current_photo,M044,detail_assets/photos/M044_photo_01.jpg,,1,,,
M044-1,current_photo,M044-1,detail_assets/photos/M044-1_photo_01.jpg,,1,,,
M044-1,current_photo,M044-1,detail_assets/photos/M044-1_photo_02.jpg,,2,,,
M044-2,current_photo,M044-2,detail_assets/photos/M044-2_photo_01.jpg,,1,,,
M044-2,current_photo,M044-2,detail_assets/photos/M044-2_photo_02.jpg,,2,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_01.jpg,,1,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_02.jpg,,2,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_03.jpg,,3,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_04.jpg,,4,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_05.jpg,,5,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_06.jpg,,6,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_07.jpg,,7,,,
M045,current_photo,M045,detail_assets/photos/M045_photo_08.jpg,,8,,,
M046,current_photo,M046,detail_assets/photos/M046_photo_01.jpg,,1,,,
M047,current_photo,M047,detail_assets/photos/M047_photo_01.jpg,,1,,,
M048,current_photo,M048,detail_assets/photos/M048_photo_01.jpg,,1,,,
M049,current_photo,M049,detail_assets/photos/M049_photo_01.jpg,,1,,,
M049,current_photo,M049,detail_assets/photos/M049_photo_02.jpg,,2,,,
M049,current_photo,M049,detail_assets/photos/M049_photo_03.jpg,,3,,,
M049,current_photo,M049,detail_assets/photos/M049_photo_04.jpg,,4,,,
M049,current_photo,M049,detail_assets/photos/M049_photo_05.jpg,,5,,,
M050,current_photo,M050,detail_assets/photos/M050_photo_01.jpg,,1,,,
M050,current_photo,M050,detail_assets/photos/M050_photo_02.jpg,,2,,,
M050,current_photo,M050,detail_assets/photos/M050_photo_03.jpg,,3,,,
M050,drawing,M050,detail_assets/drawings/M050_drawing_01.jpg,Pedestal (Plan and Elevation),1,,,
M051,current_photo,M051,detail_assets/photos/M051_photo_01.jpg,,1,,,
M051,drawing,M051,detail_assets/drawings/M051_drawing_01.jpg,Temple Plan,1,,,
M052,current_photo,M052,detail_assets/photos/M052_photo_01.jpg,,1,,,
M052,drawing,M052,detail_assets/drawings/M052_drawing_01.jpg,Temple Plan,1,,,
M053,current_photo,M053,detail_assets/photos/M053_photo_01.jpg,,1,,,
M053,current_photo,M053,detail_assets/photos/M053_photo_02.jpg,,2,,,
M053,current_photo,M053,detail_assets/photos/M053_photo_03.jpg,,3,,,
M053,drawing,M053,detail_assets/drawings/M053_drawing_01.jpg,Plan,1,,,
M054,current_photo,M054,detail_assets/photos/M054_photo_01.jpg,,1,,,
M054,current_photo,M054,detail_assets/photos/M054_photo_02.jpg,,2,,,
M055,current_photo,M055,detail_assets/photos/M055_photo_01.jpg,,1,,,
M055,current_photo,M055,detail_assets/photos/M055_photo_02.jpg,,2,,,
M056,current_photo,M056,detail_assets/photos/M056_photo_01.jpg,,1,,,
M056,current_photo,M056,detail_assets/photos/M056_photo_02.jpg,,2,,,
M057,current_photo,M057,detail_assets/photos/M057_photo_01.jpg,,1,,,
M057-1,current_photo,M057-1,detail_assets/photos/M057-1_photo_01.jpg,,1,,,
M057-2,current_photo,M057-2,detail_assets/photos/M057-2_photo_01.jpg,,1,,,
M057-3,current_photo,M057-3,detail_assets/photos/M057-3_photo_01.jpg,,1,,,
M058,current_photo,M058,detail_assets/photos/M058_photo_01.jpg,,1,,,
M059,current_photo,M059,detail_assets/photos/M059_photo_01.jpg,,1,,,
M059,current_photo,M059,detail_assets/photos/M059_photo_02.jpg,,2,,,
M060,current_photo,M060,detail_assets/photos/M060_photo_01.jpg,,1,,,
M060,current_photo,M060,detail_assets/photos/M060_photo_02.jpg,,2,,,
M061,current_photo,M061,detail_assets/photos/M061_photo_01.jpg,,1,,,
M062,current_photo,M062,detail_assets/photos/M062_photo_01.jpg,,1,,,
M062,current_photo,M062,detail_assets/photos/M062_photo_02.jpg,,2,,,
M063,current_photo,M063,detail_assets/photos/M063_photo_01.jpg,,1,,,
M063,current_photo,M063,detail_assets/photos/M063_photo_02.jpg,,2,,,
M063,current_photo,M063,detail_assets/photos/M063_photo_03.jpg,,3,,,
M064,current_photo,M064,detail_assets/photos/M064_photo_01.jpg,,1,,,
M064,current_photo,M064,detail_assets/photos/M064_photo_02.jpg,,2,,,
M065,current_photo,M065,detail_assets/photos/M065_photo_01.jpg,,1,,,
M066,current_photo,M066,detail_assets/photos/M066_photo_01.jpg,,1,,,
M066-1,current_photo,M066-1,detail_assets/photos/M066-1_photo_01.jpg,,1,,,
M066-1,current_photo,M066-1,detail_assets/photos/M066-1_photo_02.jpg,,2,,,
M066-1,current_photo,M066-1,detail_assets/photos/M066-1_photo_03.jpg,,3,,,
M066-2,current_photo,M066-2,detail_assets/photos/M066-2_photo_01.jpg,,1,,,
M066-2,current_photo,M066-2,detail_assets/photos/M066-2_photo_02.jpg,,2,,,
M066-2,current_photo,M066-2,detail_assets/photos/M066-2_photo_03.jpg,,3,,,
M066-3,current_photo,M066-3,detail_assets/photos/M066-3_photo_01.jpg,,1,,,
M066-3,current_photo,M066-3,detail_assets/photos/M066-3_photo_02.jpg,,2,,,
M067,current_photo,M067,detail_assets/photos/M067_photo_01.jpg,,1,,,
M067,current_photo,M067,detail_assets/photos/M067_photo_02.jpg,,2,,,
M068,current_photo,M068,detail_assets/photos/M068_photo_01.jpg,,1,,,
M068,current_photo,M068,detail_assets/photos/M068_photo_02.jpg,,2,,,
M069,current_photo,M069,detail_assets/photos/M069_photo_01.jpg,,1,,,
M069,current_photo,M069,detail_assets/photos/M069_photo_02.jpg,,2,,,
M070,current_photo,M070,detail_assets/photos/M070_photo_01.jpg,,1,,,
M070,current_photo,M070,detail_assets/photos/M070_photo_02.jpg,,2,,,
M070,current_photo,M070,detail_assets/photos/M070_photo_03.jpg,,3,,,
M071,current_photo,M071,detail_assets/photos/M071_photo_01.jpg,,1,,,
M071-1,current_photo,M071-1,detail_assets/photos/M071-1_photo_01.jpg,,1,,,
M071-2,current_photo,M071-2,detail_assets/photos/M071-2_photo_01.jpg,,1,,,
M072,current_photo,M072,detail_assets/photos/M072_photo_01.jpg,,1,,,
M072-1,current_photo,M072-1,detail_assets/photos/M072-1_photo_01.jpg,,1,,,
M072-1,current_photo,M072-1,detail_assets/photos/M072-1_photo_02.jpg,,2,,,
M072-2,current_photo,M072-2,detail_assets/photos/M072-2_photo_01.jpg,,1,,,
M072-2,current_photo,M072-2,detail_assets/photos/M072-2_photo_02.jpg,,2,,,
M073,current_photo,M073,detail_assets/photos/M073_photo_01.jpg,,1,,,
M074,current_photo,M074,detail_assets/photos/M074_photo_01.jpg,,1,,,
M075,current_photo,M075,detail_assets/photos/M075_photo_01.jpg,,1,,,
M075,current_photo,M075,detail_assets/photos/M075_photo_02.jpg,,2,,,
M075,current_photo,M075,detail_assets/photos/M075_photo_03.jpg,,3,,,
M075,current_photo,M075,detail_assets/photos/M075_photo_04.jpg,,4,,,
M075,drawing,M075,detail_assets/drawings/M075_drawing_01.jpg,Plan,1,,,
M076,current_photo,M076,detail_assets/photos/M076_photo_01.jpg,,1,,,
M076,current_photo,M076,detail_assets/photos/M076_photo_02.jpg,,2,,,
M077,current_photo,M077,detail_assets/photos/M077_photo_01.jpg,,1,,,
M077,current_photo,M077,detail_assets/photos/M077_photo_02.jpg,,2,,,
M078-79,current_photo,M078-79,detail_assets/photos/M078-79_photo_01.jpg,,1,,,
M078-79,current_photo,M078-79,detail_assets/photos/M078-79_photo_02.jpg,,2,,,
M078-79-2,current_photo,M078-79-2,detail_assets/photos/M078-79-2_photo_01.jpg,,1,,,
M078-79-2,current_photo,M078-79-2,detail_assets/photos/M078-79-2_photo_02.jpg,,2,,,
M078-79-2,current_photo,M078-79-2,detail_assets/photos/M078-79-2_photo_03.jpg,,3,,,
M078-79-2,current_photo,M078-79-2,detail_assets/photos/M078-79-2_photo_04.jpg,,4,,,
M078-79-3,current_photo,M078-79-3,detail_assets/photos/M078-79-3_photo_01.jpg,,1,,,
M078-79-3,current_photo,M078-79-3,detail_assets/photos/M078-79-3_photo_02.jpg,,2,,,
M078-79-4,current_photo,M078-79-4,detail_assets/photos/M078-79-4_photo_01.jpg,,1,,,
M078-79-4,current_photo,M078-79-4,detail_assets/photos/M078-79-4_photo_02.jpg,,2,,,
M078-79-5,current_photo,M078-79-5,detail_assets/photos/M078-79-5_photo_01.jpg,,1,,,
M078-79-5,current_photo,M078-79-5,detail_assets/photos/M078-79-5_photo_02.jpg,,2,,,
M078-79-5,current_photo,M078-79-5,detail_assets/photos/M078-79-5_photo_03.jpg,,3,,,
M080,current_photo,M080,detail_assets/photos/M080_photo_01.jpg,,1,,,
M080,current_photo,M080,detail_assets/photos/M080_photo_02.jpg,,2,,,
M080,current_photo,M080,detail_assets/photos/M080_photo_03.jpg,,3,,,
M081,current_photo,M081,detail_assets/photos/M081_photo_01.jpg,,1,,,
M082,current_photo,M082,detail_assets/photos/M082_photo_01.jpg,,1,,,
M082-1,current_photo,M082-1,detail_assets/photos/M082-1_photo_01.jpg,,1,,,
M082-2,current_photo,M082-2,detail_assets/photos/M082-2_photo_01.jpg,,1,,,
M083,current_photo,M083,detail_assets/photos/M083_photo_01.jpg,,1,,,
M083,current_photo,M083,detail_assets/photos/M083_photo_02.jpg,,2,,,
M084,current_photo,M084,detail_assets/photos/M084_photo_01.jpg,,1,,,
M084,current_photo,M084,detail_assets/photos/M084_photo_02.jpg,,2,,,
M085,current_photo,M085,detail_assets/photos/M085_photo_01.jpg,,1,,,
M085,current_photo,M085,detail_assets/photos/M085_photo_02.jpg,,2,,,
M086,current_photo,M086,detail_assets/photos/M086_photo_01.jpg,,1,,,
M086,current_photo,M086,detail_assets/photos/M086_photo_02.jpg,,2,,,
M086,current_photo,M086,detail_assets/photos/M086_photo_03.jpg,,3,,,
M087,current_photo,M087,detail_assets/photos/M087_photo_01.jpg,,1,,,
M088,current_photo,M088,detail_assets/photos/M088_photo_01.jpg,,1,,,
M088-1,current_photo,M088-1,detail_assets/photos/M088-1_photo_01.jpg,,1,,,
M088-2,current_photo,M088-2,detail_assets/photos/M088-2_photo_01.jpg,,1,,,
M088-3,current_photo,M088-3,detail_assets/photos/M088-3_photo_01.jpg,,1,,,
M089,current_photo,M089,detail_assets/photos/M089_photo_01.jpg,,1,,,
M089,current_photo,M089,detail_assets/photos/M089_photo_02.jpg,,2,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_01.jpg,,1,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_02.jpg,,2,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_03.jpg,,3,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_04.jpg,,4,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_05.jpg,,5,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_06.jpg,,6,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_07.jpg,,7,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_08.jpg,,8,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_09.jpg,,9,,,
M090,current_photo,M090,detail_assets/photos/M090_photo_10.jpg,,10,,,
M091,current_photo,M091,detail_assets/photos/M091_photo_01.jpg,,1,,,
M091,current_photo,M091,detail_assets/photos/M091_photo_02.jpg,,2,,,
M092,current_photo,M092,detail_assets/photos/M092_photo_01.jpg,,1,,,
M092,current_photo,M092,detail_assets/photos/M092_photo_02.jpg,,2,,,
M092,current_photo,M092,detail_assets/photos/M092_photo_03.jpg,,3,,,
M092,current_photo,M092,detail_assets/photos/M092_photo_04.jpg,,4,,,
M093,current_photo,M093,detail_assets/photos/M093_photo_01.jpg,,1,,,
M093-1,current_photo,M093-1,detail_assets/photos/M093-1_photo_01.jpg,,1,,,
M093-1,current_photo,M093-1,detail_assets/photos/M093-1_photo_02.jpg,,2,,,
M093-2,current_photo,M093-2,detail_assets/photos/M093-2_photo_01.jpg,,1,,,
M093-3,current_photo,M093-3,detail_assets/photos/M093-3_photo_01.jpg,,1,,,
M094,current_photo,M094,detail_assets/photos/M094_photo_01.jpg,,1,,,
M094-1,current_photo,M094-1,detail_assets/photos/M094-1_photo_01.jpg,,1,,,
M094-1,current_photo,M094-1,detail_assets/photos/M094-1_photo_02.jpg,,2,,,
M094-2,current_photo,M094-2,detail_assets/photos/M094-2_photo_01.jpg,,1,,,
M094-3,current_photo,M094-3,detail_assets/photos/M094-3_photo_01.jpg,,1,,,
M094-3,current_photo,M094-3,detail_assets/photos/M094-3_photo_02.jpg,,2,,,
M095,current_photo,M095,detail_assets/photos/M095_photo_01.jpg,,1,,,
M096,current_photo,M096,detail_assets/photos/M096_photo_01.jpg,,1,,,
M096,current_photo,M096,detail_assets/photos/M096_photo_02.jpg,,2,,,
M097,current_photo,M097,detail_assets/photos/M097_photo_01.jpg,,1,,,
M097,current_photo,M097,detail_assets/photos/M097_photo_02.jpg,,2,,,
M098,current_photo,M098,detail_assets/photos/M098_photo_01.jpg,,1,,,
M098,current_photo,M098,detail_assets/photos/M098_photo_02.jpg,,2,,,
M099,current_photo,M099,detail_assets/photos/M099_photo_01.jpg,,1,,,
M099,current_photo,M099,detail_assets/photos/M099_photo_02.jpg,,2,,,
M100,current_photo,M100,detail_assets/photos/M100_photo_01.jpg,,1,,,
M100,current_photo,M100,detail_assets/photos/M100_photo_02.jpg,,2,,,
M101,current_photo,M101,detail_assets/photos/M101_photo_01.jpg,,1,,,
M101,current_photo,M101,detail_assets/photos/M101_photo_02.jpg,,2,,,
M102,current_photo,M102,detail_assets/photos/M102_photo_01.jpg,,1,,,
M102,current_photo,M102,detail_assets/photos/M102_photo_02.jpg,,2,,,
M103,current_photo,M103,detail_assets/photos/M103_photo_01.jpg,,1,,,
M103,drawing,M103,detail_assets/drawings/M103_drawing_01.jpg,Temple Plan,1,,,
M104,current_photo,M104,detail_assets/photos/M104_photo_01.jpg,,1,,,
M104-1,current_photo,M104-1,detail_assets/photos/M104-1_photo_01.jpg,,1,,,
M104-2,current_photo,M104-2,detail_assets/photos/M104-2_photo_01.jpg,,1,,,
M104-3,current_photo,M104-3,detail_assets/photos/M104-3_photo_01.jpg,,1,,,
M104-4,current_photo,M104-4,detail_assets/photos/M104-4_photo_01.jpg,,1,,,
M104-5,current_photo,M104-5,detail_assets/photos/M104-5_photo_01.jpg,,1,,,
M104-6,current_photo,M104-6,detail_assets/photos/M104-6_photo_01.jpg,,1,,,
M104-6,current_photo,M104-6,detail_assets/photos/M104-6_photo_02.jpg,,2,,,
M105,current_photo,M105,detail_assets/photos/M105_photo_01.jpg,,1,,,
M105-1,current_photo,M105-1,detail_assets/photos/M105-1_photo_01.jpg,,1,,,
M105-2,current_photo,M105-2,detail_assets/photos/M105-2_photo_01.jpg,,1,,,
M106,current_photo,M106,detail_assets/photos/M106_photo_01.jpg,,1,,,
M106,current_photo,M106,detail_assets/photos/M106_photo_02.jpg,,2,,,
M107,current_photo,M107,detail_assets/photos/M107_photo_01.jpg,,1,,,
M107,current_photo,M107,detail_assets/photos/M107_photo_02.jpg,,2,,,
M108,current_photo,M108,detail_assets/photos/M108_photo_01.jpg,,1,,,
M109,current_photo,M109,detail_assets/photos/M109_photo_01.jpg,,1,,,
M109,current_photo,M109,detail_assets/photos/M109_photo_02.jpg,,2,,,
M109,current_photo,M109,detail_assets/photos/M109_photo_03.jpg,,3,,,
M110,current_photo,M110,detail_assets/photos/M110_photo_01.jpg,,1,,,
M110,current_photo,M110,detail_assets/photos/M110_photo_02.jpg,,2,,,
M111,current_photo,M111,detail_assets/photos/M111_photo_01.jpg,,1,,,
M112,current_photo,M112,detail_assets/photos/M112_photo_01.jpg,,1,,,
M113,current_photo,M113,detail_assets/photos/M113_photo_01.jpg,,1,,,
M114,current_photo,M114,detail_assets/photos/M114_photo_01.jpg,,1,,,
M114,current_photo,M114,detail_assets/photos/M114_photo_02.jpg,,2,,,
M114,current_photo,M114,detail_assets/photos/M114_photo_03.jpg,,3,,,
M115,current_photo,M115,detail_assets/photos/M115_photo_01.jpg,,1,,,
M116,current_photo,M116,detail_assets/photos/M116_photo_01.jpg,,1,,,
M117,current_photo,M117,detail_assets/photos/M117_photo_01.jpg,,1,,,
M117,current_photo,M117,detail_assets/photos/M117_photo_02.jpg,,2,,,
M118,current_photo,M118,detail_assets/photos/M118_photo_01.jpg,,1,,,
M119,current_photo,M119,detail_assets/photos/M119_photo_01.jpg,,1,,,
M119,current_photo,M119,detail_assets/photos/M119_photo_02.jpg,,2,,,
M120,current_photo,M120,detail_assets/photos/M120_photo_01.jpg,,1,,,
M120,current_photo,M120,detail_assets/photos/M120_photo_02.jpg,,2,,,
M121,current_photo,M121,detail_assets/photos/M121_photo_01.jpg,,1,,,
M122,current_photo,M122,detail_assets/photos/M122_photo_01.jpg,,1,,,
M122,current_photo,M122,detail_assets/photos/M122_photo_02.jpg,,2,,,
M123,current_photo,M123,detail_assets/photos/M123_photo_01.jpg,,1,,,
M123,current_photo,M123,detail_assets/photos/M123_photo_02.jpg,,2,,,
M124,current_photo,M124,detail_assets/photos/M124_photo_01.jpg,,1,,,
M124,current_photo,M124,detail_assets/photos/M124_photo_02.jpg,,2,,,
M125,current_photo,M125,detail_assets/photos/M125_photo_01.jpg,,1,,,
M126,current_photo,M126,detail_assets/photos/M126_photo_01.jpg,,1,,,
M126,current_photo,M126,detail_assets/photos/M126_photo_02.jpg,,2,,,
M127,current_photo,M127,detail_assets/photos/M127_photo_01.jpg,,1,,,
M127,current_photo,M127,detail_assets/photos/M127_photo_02.jpg,,2,,,
M127,current_photo,M127,detail_assets/photos/M127_photo_03.jpg,,3,,,
M128,current_photo,M128,detail_assets/photos/M128_photo_01.jpg,,1,,,
M128-1,current_photo,M128-1,detail_assets/photos/M128-1_photo_01.jpg,,1,,,
M128-2,current_photo,M128-2,detail_assets/photos/M128-2_photo_01.jpg,,1,,,
M128-3,current_photo,M128-3,detail_assets/photos/M128-3_photo_01.jpg,,1,,,
M129,current_photo,M129,detail_assets/photos/M129_photo_01.jpg,,1,,,
M129-1,current_photo,M129-1,detail_assets/photos/M129-1_photo_01.jpg,,1,,,
M129-2,current_photo,M129-2,detail_assets/photos/M129-2_photo_01.jpg,,1,,,
M129-3,current_photo,M129-3,detail_assets/photos/M129-3_photo_01.jpg,,1,,,
M130,current_photo,M130,detail_assets/photos/M130_photo_01.jpg,,1,,,
M130,current_photo,M130,detail_assets/photos/M130_photo_02.jpg,,2,,,
M131,current_photo,M131,detail_assets/photos/M131_photo_01.jpg,,1,,,
M132,current_photo,M132,detail_assets/photos/M132_photo_01.jpg,,1,,,
M132,current_photo,M132,detail_assets/photos/M132_photo_02.jpg,,2,,,
M133,current_photo,M133,detail_assets/photos/M133_photo_01.jpg,,1,,,
M133,current_photo,M133,detail_assets/photos/M133_photo_02.jpg,,2,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_01.jpg,,1,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_02.jpg,,2,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_03.jpg,,3,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_04.jpg,,4,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_05.jpg,,5,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_06.jpg,,6,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_07.jpg,,7,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_08.jpg,,8,,,
N1,current_photo,N1,detail_assets/photos/N1_photo_09.jpg,,9,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_01.jpg,Plan,1,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_02.jpg,East Elevation (before restoration),2,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_03.jpg,North Elevation (before restoration),3,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_04.jpg,East Elevation (arter restoration),4,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_05.jpg,North Elevation (arter restoration),5,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_06.jpg,West Elevation (arter restoration),6,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_07.jpg,South Elevation (arter restoration),7,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_08.jpg,N-S Section,8,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_09.jpg,E-W Section,9,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_10.jpg,Unearthed Pedestal (Yoni-level),10,,,
N1,drawing,N1,detail_assets/drawings/N1_drawing_11.jpg,Reconstructed Pedestal Image (Yoni-level),11,,,
N1,old_photo,N1,detail_assets/oldphotos/OP_0165.jpg,Platform: south-east corner,1,,,
N1,new_photo,N1,detail_assets/oldphotos/NP_0165.jpg,Platform: south-east corner,1,,,
N1,3d_model,N1,,3D Model,1,https://sketchfab.com/3d-models/prasatsambor-n1-shrine-eb7e7f5b7cb748b289678c273634e2dd,,
